"symbol","price","volume","timestamp","anomaly_result","printed_alert","time","diff"
"GOOGL","259.91","528605.0","2025-10-25T23:23:10.420559","✓ Normal: GOOGL steady at $259.91 (+0.00%)","✓ Normal: GOOGL steady at $259.91 (+0.00%)","1761429227788","1"
"MSFT","523.5","492570.0","2025-10-26T03:22:18.382544","✓ Normal: MSFT steady at $523.50 (+0.00%)","✓ Normal: MSFT steady at $523.50 (+0.00%)","1761429227788","1"
"AAPL","262.74","905457.0","2025-10-25T23:24:39.196226","✓ Normal: AAPL steady at $262.74 (+0.00%)","✓ Normal: AAPL steady at $262.74 (+0.00%)","1761429227788","1"
"GOOGL","259.91","528605.0","2025-10-25T23:34:41.721821","✓ Normal: GOOGL steady at $259.91 (+0.00%)","✓ Normal: GOOGL steady at $259.91 (+0.00%)","1761429227788","1"
"GOOGL","259.91","528605.0","2025-10-25T23:55:26.612490","⚠️ ALERT: GOOGL dropped 0.0% to $259.91 (score: 0.00)","⚠️ ALERT: GOOGL dropped 0.0% to $259.91 (score: 0.00)","1761429227788","1"
"MSFT","523.5","492570.0","2025-10-26T02:02:48.455820","✓ Normal: MSFT steady at $523.50 (+0.00%)","✓ Normal: MSFT steady at $523.50 (+0.00%)","1761429227788","1"
"TSLA","433.59","851242.0","2025-10-25T23:33:21.105646","✓ Normal: TSLA steady at $433.59 (+0.00%)","✓ Normal: TSLA steady at $433.59 (+0.00%)","1761429227788","1"
"GOOGL","259.91","528605.0","2025-10-25T23:43:00.526489","⚠️ ALERT: GOOGL dropped 0.0% to $259.91 (score: 0.00)","⚠️ ALERT: GOOGL dropped 0.0% to $259.91 (score: 0.00)","1761429227788","1"
"MSFT","523.5","492570.0","2025-10-25T23:11:21.096182","✓ Normal: MSFT steady at $523.50 (+0.00%)","✓ Normal: MSFT steady at $523.50 (+0.00%)","1761429227788","1"
"AAPL","262.74","905457.0","2025-10-25T23:55:54.651878","⚠️ ALERT: AAPL dropped 0.0% to $262.74 (score: 0.00)","⚠️ ALERT: AAPL dropped 0.0% to $262.74 (score: 0.00)","1761429227788","1"
"TSLA","433.59","851242.0","2025-10-26T03:10:15.235936","✓ Normal: TSLA steady at $433.59 (+0.00%)","✓ Normal: TSLA steady at $433.59 (+0.00%)","1761429227788","1"
"TSLA","433.59","851242.0","2025-10-25T23:55:30.396473","⚠️ ALERT: TSLA dropped 0.0% to $433.59 (score: 0.00)","⚠️ ALERT: TSLA dropped 0.0% to $433.59 (score: 0.00)","1761429227788","1"
"AAPL","262.74","905457.0","2025-10-26T03:22:28.401063","⚠️ ALERT: AAPL dropped 0.0% to $262.74 (score: 0.00)","⚠️ ALERT: AAPL dropped 0.0% to $262.74 (score: 0.00)","1761429227788","1"
"GOOGL","259.91","528605.0","2025-10-25T23:56:57.854983","⚠️ ALERT: GOOGL dropped 0.0% to $259.91 (score: 0.00)","⚠️ ALERT: GOOGL dropped 0.0% to $259.91 (score: 0.00)","1761429227788","1"
"MSFT","523.5","492570.0","2025-10-25T23:33:49.078345","✓ Normal: MSFT steady at $523.50 (+0.00%)","✓ Normal: MSFT steady at $523.50 (+0.00%)","1761429227788","1"
"MSFT","523.5","492570.0","2025-10-26T02:04:43.291946","✓ Normal: MSFT steady at $523.50 (+0.00%)","✓ Normal: MSFT steady at $523.50 (+0.00%)","1761429227788","1"
"GOOGL","259.91","528605.0","2025-10-25T23:27:59.011188","✓ Normal: GOOGL steady at $259.91 (+0.00%)","✓ Normal: GOOGL steady at $259.91 (+0.00%)","1761429227788","1"
"MSFT","523.5","492570.0","2025-10-26T02:04:08.300931","✓ Normal: MSFT steady at $523.50 (+0.00%)","✓ Normal: MSFT steady at $523.50 (+0.00%)","1761429227788","1"
"AAPL","262.74","905457.0","2025-10-25T23:31:22.895505","✓ Normal: AAPL steady at $262.74 (+0.00%)","✓ Normal: AAPL steady at $262.74 (+0.00%)","1761429227788","1"
"AAPL","262.74","905457.0","2025-10-25T23:25:45.849108","⚠️ ALERT: AAPL dropped 0.0% to $262.74 (score: 0.00)","⚠️ ALERT: AAPL dropped 0.0% to $262.74 (score: 0.00)","1761429227788","1"
"GOOGL","259.91","528605.0","2025-10-26T00:02:48.274735","⚠️ ALERT: GOOGL dropped 0.0% to $259.91 (score: 0.00)","⚠️ ALERT: GOOGL dropped 0.0% to $259.91 (score: 0.00)","1761429227788","1"
"TSLA","433.59","851242.0","2025-10-25T23:22:35.779568","✓ Normal: TSLA steady at $433.59 (+0.00%)","✓ Normal: TSLA steady at $433.59 (+0.00%)","1761429227788","1"
"AAPL","262.74","905457.0","2025-10-25T23:47:50.505714","✓ Normal: AAPL steady at $262.74 (+0.00%)","✓ Normal: AAPL steady at $262.74 (+0.00%)","1761429227788","1"
"AAPL","262.74","905457.0","2025-10-25T23:31:43.793492","✓ Normal: AAPL steady at $262.74 (+0.00%)","✓ Normal: AAPL steady at $262.74 (+0.00%)","1761429227788","1"
"TSLA","433.59","851242.0","2025-10-26T02:01:56.791056","✓ Normal: TSLA steady at $433.59 (+0.00%)","✓ Normal: TSLA steady at $433.59 (+0.00%)","1761429227788","1"
"MSFT","523.5","492570.0","2025-10-25T23:23:45.631485","⚠️ ALERT: MSFT dropped 0.0% to $523.50 (score: 0.00)","⚠️ ALERT: MSFT dropped 0.0% to $523.50 (score: 0.00)","1761429227788","1"
"MSFT","523.5","492570.0","2025-10-26T02:05:14.197582","✓ Normal: MSFT steady at $523.50 (+0.00%)","✓ Normal: MSFT steady at $523.50 (+0.00%)","1761429227788","1"
"MSFT","523.5","492570.0","2025-10-26T00:06:13.488759","✓ Normal: MSFT steady at $523.50 (+0.00%)","✓ Normal: MSFT steady at $523.50 (+0.00%)","1761429227788","1"
"MSFT","523.5","492570.0","2025-10-26T03:20:05.603704","⚠️ ALERT: MSFT dropped 0.0% to $523.50 (score: 0.00)","⚠️ ALERT: MSFT dropped 0.0% to $523.50 (score: 0.00)","1761429227788","1"
"GOOGL","259.91","528605.0","2025-10-25T23:50:50.112144","⚠️ ALERT: GOOGL dropped 0.0% to $259.91 (score: 0.00)","⚠️ ALERT: GOOGL dropped 0.0% to $259.91 (score: 0.00)","1761429227788","1"
"MSFT","523.5","492570.0","2025-10-26T02:18:27.202969","✓ Normal: MSFT steady at $523.50 (+0.00%)","✓ Normal: MSFT steady at $523.50 (+0.00%)","1761429227788","1"
"GOOGL","259.91","528605.0","2025-10-26T03:12:01.148421","✓ Normal: GOOGL steady at $259.91 (+0.00%)","✓ Normal: GOOGL steady at $259.91 (+0.00%)","1761429227788","1"
"GOOGL","259.91","528605.0","2025-10-25T23:36:42.137921","✓ Normal: GOOGL steady at $259.91 (+0.00%)","✓ Normal: GOOGL steady at $259.91 (+0.00%)","1761429227788","1"
"TSLA","433.59","851242.0","2025-10-25T23:49:15.362633","✓ Normal: TSLA steady at $433.59 (+0.00%)","✓ Normal: TSLA steady at $433.59 (+0.00%)","1761429227788","1"
"AAPL","262.74","905457.0","2025-10-26T03:10:52.790667","✓ Normal: AAPL steady at $262.74 (+0.00%)","✓ Normal: AAPL steady at $262.74 (+0.00%)","1761429227788","1"
"AAPL","262.74","905457.0","2025-10-25T23:36:34.832630","⚠️ ALERT: AAPL dropped 0.0% to $262.74 (score: 0.00)","⚠️ ALERT: AAPL dropped 0.0% to $262.74 (score: 0.00)","1761429227788","1"
"TSLA","433.59","851242.0","2025-10-26T02:01:17.945305","✓ Normal: TSLA steady at $433.59 (+0.00%)","✓ Normal: TSLA steady at $433.59 (+0.00%)","1761429227788","1"
"TSLA","433.59","851242.0","2025-10-26T03:10:18.632266","✓ Normal: TSLA steady at $433.59 (+0.00%)","✓ Normal: TSLA steady at $433.59 (+0.00%)","1761429227788","1"
"TSLA","433.59","851242.0","2025-10-25T23:56:02.147722","⚠️ ALERT: TSLA dropped 0.0% to $433.59 (score: 0.00)","⚠️ ALERT: TSLA dropped 0.0% to $433.59 (score: 0.00)","1761429227788","1"
"TSLA","433.59","851242.0","2025-10-25T23:29:38.283941","✓ Normal: TSLA steady at $433.59 (+0.00%)","✓ Normal: TSLA steady at $433.59 (+0.00%)","1761429227788","1"
"AAPL","262.74","905457.0","2025-10-25T23:29:34.329294","✓ Normal: AAPL steady at $262.74 (+0.00%)","✓ Normal: AAPL steady at $262.74 (+0.00%)","1761429227788","1"
"AAPL","262.74","905457.0","2025-10-25T23:58:33.584996","✓ Normal: AAPL steady at $262.74 (+0.00%)","✓ Normal: AAPL steady at $262.74 (+0.00%)","1761429227788","1"
"TSLA","433.59","851242.0","2025-10-25T23:35:10.653156","⚠️ ALERT: TSLA dropped 0.0% to $433.59 (score: 0.00)","⚠️ ALERT: TSLA dropped 0.0% to $433.59 (score: 0.00)","1761429227788","1"
"TSLA","433.59","851242.0","2025-10-25T23:11:52.624003","✓ Normal: TSLA steady at $433.59 (+0.00%)","✓ Normal: TSLA steady at $433.59 (+0.00%)","1761429227788","1"
"TSLA","433.59","851242.0","2025-10-26T03:13:03.050089","✓ Normal: TSLA steady at $433.59 (+0.00%)","✓ Normal: TSLA steady at $433.59 (+0.00%)","1761429227788","1"
"TSLA","433.59","851242.0","2025-10-25T23:42:50.041105","⚠️ ALERT: TSLA dropped 0.0% to $433.59 (score: 0.00)","⚠️ ALERT: TSLA dropped 0.0% to $433.59 (score: 0.00)","1761429227788","1"
"GOOGL","259.91","528605.0","2025-10-25T23:50:11.694971","⚠️ ALERT: GOOGL dropped 0.0% to $259.91 (score: 0.00)","⚠️ ALERT: GOOGL dropped 0.0% to $259.91 (score: 0.00)","1761429227788","1"
"TSLA","433.59","851242.0","2025-10-25T23:29:41.677551","✓ Normal: TSLA steady at $433.59 (+0.00%)","✓ Normal: TSLA steady at $433.59 (+0.00%)","1761429227788","1"
"MSFT","523.5","492570.0","2025-10-25T23:45:18.112862","✓ Normal: MSFT steady at $523.50 (+0.00%)","✓ Normal: MSFT steady at $523.50 (+0.00%)","1761429227788","1"
"MSFT","523.5","492570.0","2025-10-25T23:29:38.199502","⚠️ ALERT: MSFT dropped 0.0% to $523.50 (score: 0.00)","⚠️ ALERT: MSFT dropped 0.0% to $523.50 (score: 0.00)","1761429227788","1"
"MSFT","523.5","492570.0","2025-10-25T23:36:24.626888","✓ Normal: MSFT steady at $523.50 (+0.00%)","✓ Normal: MSFT steady at $523.50 (+0.00%)","1761429227788","1"
"MSFT","523.5","492570.0","2025-10-25T23:38:57.279813","⚠️ ALERT: MSFT dropped 0.0% to $523.50 (score: 0.00)","⚠️ ALERT: MSFT dropped 0.0% to $523.50 (score: 0.00)","1761429227788","1"
"MSFT","523.5","492570.0","2025-10-25T23:29:34.627221","✓ Normal: MSFT steady at $523.50 (+0.00%)","✓ Normal: MSFT steady at $523.50 (+0.00%)","1761429227788","1"
"TSLA","433.59","851242.0","2025-10-25T23:51:50.601514","⚠️ ALERT: TSLA dropped 0.0% to $433.59 (score: 0.00)","⚠️ ALERT: TSLA dropped 0.0% to $433.59 (score: 0.00)","1761429227788","1"
"AAPL","262.74","905457.0","2025-10-26T02:05:38.240002","✓ Normal: AAPL steady at $262.74 (+0.00%)","✓ Normal: AAPL steady at $262.74 (+0.00%)","1761429227788","1"
"MSFT","523.5","492570.0","2025-10-25T23:47:54.455277","⚠️ ALERT: MSFT dropped 0.0% to $523.50 (score: 0.00)","⚠️ ALERT: MSFT dropped 0.0% to $523.50 (score: 0.00)","1761429227788","1"
"MSFT","523.5","492570.0","2025-10-25T23:29:41.573073","⚠️ ALERT: MSFT dropped 0.0% to $523.50 (score: 0.00)","⚠️ ALERT: MSFT dropped 0.0% to $523.50 (score: 0.00)","1761429227788","1"
"AAPL","262.74","905457.0","2025-10-26T03:11:23.630089","⚠️ ALERT: AAPL dropped 0.0% to $262.74 (score: 0.00)","⚠️ ALERT: AAPL dropped 0.0% to $262.74 (score: 0.00)","1761429227788","1"
"TSLA","433.59","851242.0","2025-10-26T03:19:59.013977","✓ Normal: TSLA steady at $433.59 (+0.00%)","✓ Normal: TSLA steady at $433.59 (+0.00%)","1761429227788","1"
"GOOGL","259.91","528605.0","2025-10-26T02:02:37.950078","⚠️ ALERT: GOOGL dropped 0.0% to $259.91 (score: 0.00)","⚠️ ALERT: GOOGL dropped 0.0% to $259.91 (score: 0.00)","1761429227788","1"
"TSLA","433.59","851242.0","2025-10-25T23:11:56.094923","⚠️ ALERT: TSLA dropped 0.0% to $433.59 (score: 0.00)","⚠️ ALERT: TSLA dropped 0.0% to $433.59 (score: 0.00)","1761429227788","1"
"MSFT","523.5","492570.0","2025-10-25T23:40:50.318017","⚠️ ALERT: MSFT dropped 0.0% to $523.50 (score: 0.00)","⚠️ ALERT: MSFT dropped 0.0% to $523.50 (score: 0.00)","1761429227788","1"
"GOOGL","259.91","528605.0","2025-10-25T23:23:48.960494","✓ Normal: GOOGL steady at $259.91 (+0.00%)","✓ Normal: GOOGL steady at $259.91 (+0.00%)","1761429227788","1"
"MSFT","523.5","492570.0","2025-10-25T23:51:22.090486","⚠️ ALERT: MSFT dropped 0.0% to $523.50 (score: 0.00)","⚠️ ALERT: MSFT dropped 0.0% to $523.50 (score: 0.00)","1761429227788","1"
"GOOGL","259.91","528605.0","2025-10-26T03:11:03.108899","⚠️ ALERT: GOOGL dropped 0.0% to $259.91 (score: 0.00)","⚠️ ALERT: GOOGL dropped 0.0% to $259.91 (score: 0.00)","1761429227788","1"
"MSFT","523.5","492570.0","2025-10-25T23:55:12.484905","⚠️ ALERT: MSFT dropped 0.0% to $523.50 (score: 0.00)","⚠️ ALERT: MSFT dropped 0.0% to $523.50 (score: 0.00)","1761429227788","1"
"TSLA","433.59","851242.0","2025-10-26T03:17:32.785541","✓ Normal: TSLA steady at $433.59 (+0.00%)","✓ Normal: TSLA steady at $433.59 (+0.00%)","1761429227788","1"
"AAPL","262.74","905457.0","2025-10-26T03:14:07.753253","⚠️ ALERT: AAPL dropped 0.0% to $262.74 (score: 0.00)","⚠️ ALERT: AAPL dropped 0.0% to $262.74 (score: 0.00)","1761429227788","1"
"MSFT","523.5","492570.0","2025-10-26T03:14:41.834900","✓ Normal: MSFT steady at $523.50 (+0.00%)","✓ Normal: MSFT steady at $523.50 (+0.00%)","1761429227788","1"
"AAPL","262.74","905457.0","2025-10-25T23:33:59.630688","✓ Normal: AAPL steady at $262.74 (+0.00%)","✓ Normal: AAPL steady at $262.74 (+0.00%)","1761429227788","1"
"MSFT","523.5","492570.0","2025-10-25T23:44:28.821026","✓ Normal: MSFT steady at $523.50 (+0.00%)","✓ Normal: MSFT steady at $523.50 (+0.00%)","1761429227788","1"
"MSFT","523.5","492570.0","2025-10-26T03:15:46.801015","⚠️ ALERT: MSFT dropped 0.0% to $523.50 (score: 0.00)","⚠️ ALERT: MSFT dropped 0.0% to $523.50 (score: 0.00)","1761429227788","1"
"GOOGL","259.91","528605.0","2025-10-25T23:23:34.814887","✓ Normal: GOOGL steady at $259.91 (+0.00%)","✓ Normal: GOOGL steady at $259.91 (+0.00%)","1761429227788","1"
"AAPL","262.74","905457.0","2025-10-25T23:55:30.038080","✓ Normal: AAPL steady at $262.74 (+0.00%)","✓ Normal: AAPL steady at $262.74 (+0.00%)","1761429227788","1"
"GOOGL","259.91","528605.0","2025-10-26T03:17:22.321922","✓ Normal: GOOGL steady at $259.91 (+0.00%)","✓ Normal: GOOGL steady at $259.91 (+0.00%)","1761429227788","1"
"GOOGL","259.91","528605.0","2025-10-25T23:57:29.419924","✓ Normal: GOOGL steady at $259.91 (+0.00%)","✓ Normal: GOOGL steady at $259.91 (+0.00%)","1761429227788","1"
"TSLA","433.59","851242.0","2025-10-25T23:27:45.046650","✓ Normal: TSLA steady at $433.59 (+0.00%)","✓ Normal: TSLA steady at $433.59 (+0.00%)","1761429227788","1"
"GOOGL","259.91","528605.0","2025-10-25T23:43:35.935038","⚠️ ALERT: GOOGL dropped 0.0% to $259.91 (score: 0.00)","⚠️ ALERT: GOOGL dropped 0.0% to $259.91 (score: 0.00)","1761429227788","1"
"MSFT","523.5","492570.0","2025-10-26T03:18:06.855162","✓ Normal: MSFT steady at $523.50 (+0.00%)","✓ Normal: MSFT steady at $523.50 (+0.00%)","1761429227788","1"
"AAPL","262.74","905457.0","2025-10-25T23:22:31.883205","✓ Normal: AAPL steady at $262.74 (+0.00%)","✓ Normal: AAPL steady at $262.74 (+0.00%)","1761429227788","1"
"MSFT","523.5","492570.0","2025-10-25T23:20:46.973303","✓ Normal: MSFT steady at $523.50 (+0.00%)","✓ Normal: MSFT steady at $523.50 (+0.00%)","1761429227788","1"
"TSLA","433.59","851242.0","2025-10-25T23:36:59.945411","⚠️ ALERT: TSLA dropped 0.0% to $433.59 (score: 0.00)","⚠️ ALERT: TSLA dropped 0.0% to $433.59 (score: 0.00)","1761429227788","1"
"AAPL","262.74","905457.0","2025-10-26T00:00:36.991760","✓ Normal: AAPL steady at $262.74 (+0.00%)","✓ Normal: AAPL steady at $262.74 (+0.00%)","1761429227788","1"
"TSLA","433.59","851242.0","2025-10-25T23:21:22.244473","✓ Normal: TSLA steady at $433.59 (+0.00%)","✓ Normal: TSLA steady at $433.59 (+0.00%)","1761429227788","1"
"AAPL","262.74","905457.0","2025-10-25T23:27:15.803874","⚠️ ALERT: AAPL dropped 0.0% to $262.74 (score: 0.00)","⚠️ ALERT: AAPL dropped 0.0% to $262.74 (score: 0.00)","1761429227788","1"
"AAPL","262.74","905457.0","2025-10-25T23:54:15.250418","⚠️ ALERT: AAPL dropped 0.0% to $262.74 (score: 0.00)","⚠️ ALERT: AAPL dropped 0.0% to $262.74 (score: 0.00)","1761429227788","1"
"MSFT","523.5","492570.0","2025-10-26T03:13:23.657772","✓ Normal: MSFT steady at $523.50 (+0.00%)","✓ Normal: MSFT steady at $523.50 (+0.00%)","1761429227788","1"
"AAPL","262.74","905457.0","2025-10-25T23:23:03.307014","✓ Normal: AAPL steady at $262.74 (+0.00%)","✓ Normal: AAPL steady at $262.74 (+0.00%)","1761429227788","1"
"GOOGL","259.91","528605.0","2025-10-26T02:05:03.894467","✓ Normal: GOOGL steady at $259.91 (+0.00%)","✓ Normal: GOOGL steady at $259.91 (+0.00%)","1761429227788","1"
"TSLA","433.59","851242.0","2025-10-25T23:31:23.247576","✓ Normal: TSLA steady at $433.59 (+0.00%)","✓ Normal: TSLA steady at $433.59 (+0.00%)","1761429227788","1"
"AAPL","262.74","905457.0","2025-10-25T23:43:21.694393","✓ Normal: AAPL steady at $262.74 (+0.00%)","✓ Normal: AAPL steady at $262.74 (+0.00%)","1761429227788","1"
"TSLA","433.59","851242.0","2025-10-25T23:27:16.097892","⚠️ ALERT: TSLA dropped 0.0% to $433.59 (score: 0.00)","⚠️ ALERT: TSLA dropped 0.0% to $433.59 (score: 0.00)","1761429227788","1"
"MSFT","523.5","492570.0","2025-10-26T02:17:45.766193","✓ Normal: MSFT steady at $523.50 (+0.00%)","✓ Normal: MSFT steady at $523.50 (+0.00%)","1761429227788","1"
"TSLA","433.59","851242.0","2025-10-25T23:43:32.683395","✓ Normal: TSLA steady at $433.59 (+0.00%)","✓ Normal: TSLA steady at $433.59 (+0.00%)","1761429227788","1"
"GOOGL","259.91","528605.0","2025-10-26T03:22:25.023387","✓ Normal: GOOGL steady at $259.91 (+0.00%)","✓ Normal: GOOGL steady at $259.91 (+0.00%)","1761429227788","1"
"TSLA","433.59","851242.0","2025-10-25T23:37:03.448622","✓ Normal: TSLA steady at $433.59 (+0.00%)","✓ Normal: TSLA steady at $433.59 (+0.00%)","1761429227788","1"
"MSFT","523.5","492570.0","2025-10-25T23:39:07.727915","✓ Normal: MSFT steady at $523.50 (+0.00%)","✓ Normal: MSFT steady at $523.50 (+0.00%)","1761429227788","1"
"AAPL","262.74","905457.0","2025-10-26T03:11:50.715097","✓ Normal: AAPL steady at $262.74 (+0.00%)","✓ Normal: AAPL steady at $262.74 (+0.00%)","1761429227788","1"
"GOOGL","259.91","528605.0","2025-10-25T23:51:43.293690","✓ Normal: GOOGL steady at $259.91 (+0.00%)","✓ Normal: GOOGL steady at $259.91 (+0.00%)","1761429227788","1"
"TSLA","433.59","851242.0","2025-10-25T23:16:39.462072","✓ Normal: TSLA steady at $433.59 (+0.00%)","✓ Normal: TSLA steady at $433.59 (+0.00%)","1761429227788","1"
"MSFT","523.5","492570.0","2025-10-25T23:41:29.676393","⚠️ ALERT: MSFT dropped 0.0% to $523.50 (score: 0.00)","⚠️ ALERT: MSFT dropped 0.0% to $523.50 (score: 0.00)","1761429227788","1"
"TSLA","433.59","851242.0","2025-10-26T03:23:12.843089","⚠️ ALERT: TSLA dropped 0.0% to $433.59 (score: 0.00)","⚠️ ALERT: TSLA dropped 0.0% to $433.59 (score: 0.00)","1761429227788","1"
"TSLA","433.59","851242.0","2025-10-25T23:42:12.084498","✓ Normal: TSLA steady at $433.59 (+0.00%)","✓ Normal: TSLA steady at $433.59 (+0.00%)","1761429227788","1"
"MSFT","523.5","492570.0","2025-10-26T03:21:57.861165","⚠️ ALERT: MSFT dropped 0.0% to $523.50 (score: 0.00)","⚠️ ALERT: MSFT dropped 0.0% to $523.50 (score: 0.00)","1761429227788","1"
"AAPL","262.74","905457.0","2025-10-26T03:23:43.117614","✓ Normal: AAPL steady at $262.74 (+0.00%)","✓ Normal: AAPL steady at $262.74 (+0.00%)","1761429227788","1"
"TSLA","433.59","851242.0","2025-10-25T23:26:19.214837","✓ Normal: TSLA steady at $433.59 (+0.00%)","✓ Normal: TSLA steady at $433.59 (+0.00%)","1761429227788","1"
"GOOGL","259.91","528605.0","2025-10-25T23:55:33.576305","✓ Normal: GOOGL steady at $259.91 (+0.00%)","✓ Normal: GOOGL steady at $259.91 (+0.00%)","1761429227788","1"
"AAPL","262.74","905457.0","2025-10-25T23:20:53.844626","✓ Normal: AAPL steady at $262.74 (+0.00%)","✓ Normal: AAPL steady at $262.74 (+0.00%)","1761429227788","1"
"TSLA","433.59","851242.0","2025-10-26T02:02:07.059179","✓ Normal: TSLA steady at $433.59 (+0.00%)","✓ Normal: TSLA steady at $433.59 (+0.00%)","1761429227788","1"
"GOOGL","259.91","528605.0","2025-10-25T23:35:34.964032","✓ Normal: GOOGL steady at $259.91 (+0.00%)","✓ Normal: GOOGL steady at $259.91 (+0.00%)","1761429227788","1"
"GOOGL","259.91","528605.0","2025-10-25T23:33:09.962821","✓ Normal: GOOGL steady at $259.91 (+0.00%)","✓ Normal: GOOGL steady at $259.91 (+0.00%)","1761429227788","1"
"GOOGL","259.91","528605.0","2025-10-26T02:05:00.372547","✓ Normal: GOOGL steady at $259.91 (+0.00%)","✓ Normal: GOOGL steady at $259.91 (+0.00%)","1761429227788","1"
"TSLA","433.59","851242.0","2025-10-25T23:33:24.710787","✓ Normal: TSLA steady at $433.59 (+0.00%)","✓ Normal: TSLA steady at $433.59 (+0.00%)","1761429227788","1"
"MSFT","523.5","492570.0","2025-10-25T23:33:28.063812","✓ Normal: MSFT steady at $523.50 (+0.00%)","✓ Normal: MSFT steady at $523.50 (+0.00%)","1761429227788","1"
"MSFT","523.5","492570.0","2025-10-26T00:05:17.718525","⚠️ ALERT: MSFT dropped 0.0% to $523.50 (score: 0.00)","⚠️ ALERT: MSFT dropped 0.0% to $523.50 (score: 0.00)","1761429227788","1"
"TSLA","433.59","851242.0","2025-10-26T03:13:27.120255","✓ Normal: TSLA steady at $433.59 (+0.00%)","✓ Normal: TSLA steady at $433.59 (+0.00%)","1761429227788","1"
"AAPL","262.74","905457.0","2025-10-26T02:03:33.295146","✓ Normal: AAPL steady at $262.74 (+0.00%)","✓ Normal: AAPL steady at $262.74 (+0.00%)","1761429227788","1"
"TSLA","433.59","851242.0","2025-10-26T03:22:38.788963","✓ Normal: TSLA steady at $433.59 (+0.00%)","✓ Normal: TSLA steady at $433.59 (+0.00%)","1761429227788","1"
"AAPL","262.74","905457.0","2025-10-25T23:46:14.859236","⚠️ ALERT: AAPL dropped 0.0% to $262.74 (score: 0.00)","⚠️ ALERT: AAPL dropped 0.0% to $262.74 (score: 0.00)","1761429227788","1"
"TSLA","433.59","851242.0","2025-10-25T23:22:25.358674","⚠️ ALERT: TSLA dropped 0.0% to $433.59 (score: 0.00)","⚠️ ALERT: TSLA dropped 0.0% to $433.59 (score: 0.00)","1761429227788","1"
"GOOGL","259.91","528605.0","2025-10-25T23:35:56.464262","✓ Normal: GOOGL steady at $259.91 (+0.00%)","✓ Normal: GOOGL steady at $259.91 (+0.00%)","1761429227788","1"
"MSFT","523.5","492570.0","2025-10-25T23:31:12.803653","✓ Normal: MSFT steady at $523.50 (+0.00%)","✓ Normal: MSFT steady at $523.50 (+0.00%)","1761429227788","1"
"TSLA","433.59","851242.0","2025-10-25T23:16:28.825056","✓ Normal: TSLA steady at $433.59 (+0.00%)","✓ Normal: TSLA steady at $433.59 (+0.00%)","1761429227788","1"
"AAPL","262.74","905457.0","2025-10-26T02:01:27.978194","✓ Normal: AAPL steady at $262.74 (+0.00%)","✓ Normal: AAPL steady at $262.74 (+0.00%)","1761429227788","1"
"TSLA","433.59","851242.0","2025-10-26T03:08:25.275956","⚠️ ALERT: TSLA dropped 0.0% to $433.59 (score: 0.00)","⚠️ ALERT: TSLA dropped 0.0% to $433.59 (score: 0.00)","1761429227788","1"
"MSFT","523.5","492570.0","2025-10-26T00:00:26.674491","✓ Normal: MSFT steady at $523.50 (+0.00%)","✓ Normal: MSFT steady at $523.50 (+0.00%)","1761429227788","1"
"AAPL","262.74","905457.0","2025-10-26T00:05:41.935717","✓ Normal: AAPL steady at $262.74 (+0.00%)","✓ Normal: AAPL steady at $262.74 (+0.00%)","1761429227788","1"
"MSFT","523.5","492570.0","2025-10-26T02:02:24.336649","✓ Normal: MSFT steady at $523.50 (+0.00%)","✓ Normal: MSFT steady at $523.50 (+0.00%)","1761429227788","1"
"MSFT","523.5","492570.0","2025-10-25T23:29:31.057176","✓ Normal: MSFT steady at $523.50 (+0.00%)","✓ Normal: MSFT steady at $523.50 (+0.00%)","1761429227788","1"
"AAPL","262.74","905457.0","2025-10-25T23:56:36.694071","✓ Normal: AAPL steady at $262.74 (+0.00%)","✓ Normal: AAPL steady at $262.74 (+0.00%)","1761429227788","1"
"AAPL","262.74","905457.0","2025-10-25T23:33:06.331856","✓ Normal: AAPL steady at $262.74 (+0.00%)","✓ Normal: AAPL steady at $262.74 (+0.00%)","1761429227788","1"
"TSLA","433.59","851242.0","2025-10-26T03:17:15.676646","✓ Normal: TSLA steady at $433.59 (+0.00%)","✓ Normal: TSLA steady at $433.59 (+0.00%)","1761429227788","1"
"MSFT","523.5","492570.0","2025-10-26T03:10:46.077104","✓ Normal: MSFT steady at $523.50 (+0.00%)","✓ Normal: MSFT steady at $523.50 (+0.00%)","1761429227788","1"
"GOOGL","259.91","528605.0","2025-10-26T03:21:23.649143","✓ Normal: GOOGL steady at $259.91 (+0.00%)","✓ Normal: GOOGL steady at $259.91 (+0.00%)","1761429227788","1"
"AAPL","262.74","905457.0","2025-10-26T00:04:16.819637","⚠️ ALERT: AAPL dropped 0.0% to $262.74 (score: 0.00)","⚠️ ALERT: AAPL dropped 0.0% to $262.74 (score: 0.00)","1761429227788","1"
"GOOGL","259.91","528605.0","2025-10-25T23:55:05.099132","✓ Normal: GOOGL steady at $259.91 (+0.00%)","✓ Normal: GOOGL steady at $259.91 (+0.00%)","1761429227788","1"
"GOOGL","259.91","528605.0","2025-10-25T23:36:07.132455","⚠️ ALERT: GOOGL dropped 0.0% to $259.91 (score: 0.00)","⚠️ ALERT: GOOGL dropped 0.0% to $259.91 (score: 0.00)","1761429227788","1"
"MSFT","523.5","492570.0","2025-10-26T00:04:52.519647","⚠️ ALERT: MSFT dropped 0.0% to $523.50 (score: 0.00)","⚠️ ALERT: MSFT dropped 0.0% to $523.50 (score: 0.00)","1761429227788","1"
